"date","state","new_cases","total_cases","new_deaths","total_deaths"
2020-06-08,"TERENGGANU",0,111,0,1
2020-06-08,"KELANTAN",0,156,0,3
2020-06-08,"SABAH",2,355,0,5
2020-06-08,"SARAWAK",0,555,0,17
2020-06-08,"WP KUALA LUMPUR",1,2394,0,25
2020-06-08,"WP PUTRAJAYA",0,97,0,0
2020-06-08,"WP LABUAN",0,17,0,0
2020-06-09,"PERLIS",0,18,0,1
2020-06-09,"KEDAH",0,96,0,1
2020-06-09,"PULAU PINANG",0,121,0,1
2020-06-09,"PERAK",0,256,0,6
2020-06-09,"SELANGOR",3,1971,0,16
2020-06-09,"NEGERI SEMBILAN",0,911,0,7
2020-06-09,"MELAKA",0,235,0,5
2020-06-09,"JOHOR",0,676,0,20
2020-06-09,"PAHANG",0,363,0,7
2020-06-09,"TERENGGANU",0,111,0,1
2020-06-09,"KELANTAN",0,156,0,3
2020-06-09,"SABAH",0,355,0,5
2020-06-09,"SARAWAK",0,555,0,17
2020-06-09,"WP KUALA LUMPUR",4,2398,0,25
2020-06-09,"WP PUTRAJAYA",0,97,0,0
2020-06-09,"WP LABUAN",0,17,0,0
2020-06-10,"PERLIS",0,18,0,1
2020-06-10,"KEDAH",0,96,0,1
2020-06-10,"PULAU PINANG",0,121,0,1
2020-06-10,"PERAK",0,256,0,6
2020-06-10,"SELANGOR",0,1971,1,17
2020-06-10,"NEGERI SEMBILAN",0,911,0,7
2020-06-10,"MELAKA",0,235,0,5
2020-06-10,"JOHOR",1,677,0,20
2020-06-10,"PAHANG",0,363,0,7
2020-06-10,"TERENGGANU",0,111,0,1
2020-06-10,"KELANTAN",0,156,0,3
2020-06-10,"SABAH",0,355,0,5
2020-06-10,"SARAWAK",1,556,0,17
2020-06-10,"WP KUALA LUMPUR",0,2398,0,25
2020-06-10,"WP PUTRAJAYA",0,97,0,0
2020-06-10,"WP LABUAN",0,17,0,0
2020-06-11,"PERLIS",0,18,0,1
2020-06-11,"KEDAH",0,96,0,1
2020-06-11,"PULAU PINANG",0,121,0,1
2020-06-11,"PERAK",0,256,0,6
2020-06-11,"SELANGOR",3,1974,0,17
2020-06-11,"NEGERI SEMBILAN",16,927,0,7
2020-06-11,"MELAKA",11,246,0,5
2020-06-11,"JOHOR",0,677,0,20
2020-06-11,"PAHANG",0,363,0,7
2020-06-11,"TERENGGANU",0,111,0,1
2020-06-11,"KELANTAN",0,156,0,3
2020-06-11,"SABAH",0,355,0,5
2020-06-11,"SARAWAK",0,556,0,17
2020-06-11,"WP KUALA LUMPUR",1,2399,0,25
2020-06-11,"WP PUTRAJAYA",0,97,0,0
2020-06-11,"WP LABUAN",0,17,0,0
2020-06-12,"PERLIS",0,18,0,1
2020-06-12,"KEDAH",0,96,0,1
2020-06-12,"PULAU PINANG",0,121,0,1
2020-06-12,"PERAK",0,256,0,6
2020-06-12,"SELANGOR",13,1987,0,17
2020-06-12,"NEGERI SEMBILAN",4,931,0,7
2020-06-12,"MELAKA",4,250,0,5
2020-06-12,"JOHOR",1,678,0,20
2020-06-12,"PAHANG",0,363,0,7
2020-06-12,"TERENGGANU",0,111,0,1
2020-06-12,"KELANTAN",0,156,0,3
2020-06-12,"SABAH",1,356,1,6
2020-06-12,"SARAWAK",0,556,0,17
2020-06-12,"WP KUALA LUMPUR",10,2409,0,25
2020-06-12,"WP PUTRAJAYA",0,97,0,0
2020-06-12,"WP LABUAN",0,17,0,0
2020-06-13,"PERLIS",0,18,0,1
2020-06-13,"KEDAH",0,96,0,1
2020-06-13,"PULAU PINANG",0,121,0,1
2020-06-13,"PERAK",1,257,0,6
2020-06-13,"SELANGOR",7,1994,0,17
2020-06-13,"NEGERI SEMBILAN",26,957,0,7
2020-06-13,"MELAKA",2,252,0,5
2020-06-13,"JOHOR",2,680,0,20
2020-06-13,"PAHANG",2,365,0,7
2020-06-13,"TERENGGANU",0,111,0,1
2020-06-13,"KELANTAN",0,156,0,3
2020-06-13,"SABAH",2,358,1,7
2020-06-13,"SARAWAK",0,556,0,17
2020-06-13,"WP KUALA LUMPUR",1,2410,0,25
2020-06-13,"WP PUTRAJAYA",0,97,0,0
2020-06-13,"WP LABUAN",0,17,0,0
2020-06-14,"PERLIS",0,18,0,1
2020-06-14,"KEDAH",0,96,0,1
2020-06-14,"PULAU PINANG",0,121,0,1
2020-06-14,"PERAK",0,257,0,6
2020-06-14,"SELANGOR",2,1996,0,17
2020-06-14,"NEGERI SEMBILAN",0,957,0,7
2020-06-14,"MELAKA",1,253,0,5
2020-06-14,"JOHOR",0,680,0,20
2020-06-14,"PAHANG",0,365,0,7
2020-06-14,"TERENGGANU",0,111,0,1
2020-06-14,"KELANTAN",0,156,0,3
2020-06-14,"SABAH",0,358,0,7
2020-06-14,"SARAWAK",1,557,0,17
2020-06-14,"WP KUALA LUMPUR",4,2414,0,25
2020-06-14,"WP PUTRAJAYA",0,97,0,0
2020-06-14,"WP LABUAN",0,17,0,0
2020-06-15,"PERLIS",0,18,0,1
2020-06-15,"KEDAH",0,96,0,1
2020-06-15,"PULAU PINANG",0,121,0,1
2020-06-15,"PERAK",0,257,0,6
2020-06-15,"SELANGOR",2,1998,0,17
2020-06-15,"NEGERI SEMBILAN",32,989,0,7
2020-06-15,"MELAKA",2,255,0,5
2020-06-15,"JOHOR",3,683,0,20
2020-06-15,"PAHANG",0,365,0,7
2020-06-15,"TERENGGANU",0,111,0,1
2020-06-15,"KELANTAN",0,156,0,3
2020-06-15,"SABAH",1,359,0,7
2020-06-15,"SARAWAK",0,557,0,17
2020-06-15,"WP KUALA LUMPUR",1,2415,0,25
2020-06-15,"WP PUTRAJAYA",0,97,0,0
2020-06-15,"WP LABUAN",0,17,0,0
2020-06-16,"PERLIS",0,18,0,1
2020-06-16,"KEDAH",0,96,0,1
2020-06-16,"PULAU PINANG",0,121,0,1
2020-06-16,"PERAK",0,257,0,6
2020-06-16,"SELANGOR",1,1999,0,17
2020-06-16,"NEGERI SEMBILAN",4,993,0,7
2020-06-16,"MELAKA",0,255,0,5
2020-06-16,"JOHOR",1,684,0,20
2020-06-16,"PAHANG",0,365,0,7
2020-06-16,"TERENGGANU",0,111,0,1
2020-06-16,"KELANTAN",0,156,0,3
2020-06-16,"SABAH",0,359,0,7
2020-06-16,"SARAWAK",3,560,0,17
2020-06-16,"WP KUALA LUMPUR",2,2417,0,25
2020-06-16,"WP PUTRAJAYA",0,97,0,0
2020-06-16,"WP LABUAN",0,17,0,0
2020-06-17,"PERLIS",0,18,0,1
2020-06-17,"KEDAH",0,96,0,1
2020-06-17,"PULAU PINANG",0,121,0,1
2020-06-17,"PERAK",0,257,0,6
2020-06-17,"SELANGOR",5,2004,0,17
2020-06-17,"NEGERI SEMBILAN",1,994,0,7
2020-06-17,"MELAKA",0,255,0,5
2020-06-17,"JOHOR",0,684,0,20
2020-06-17,"PAHANG",0,365,0,7
2020-06-17,"TERENGGANU",0,111,0,1
2020-06-17,"KELANTAN",0,156,0,3
2020-06-17,"SABAH",2,361,0,7
2020-06-17,"SARAWAK",1,561,0,17
2020-06-17,"WP KUALA LUMPUR",1,2418,0,25
2020-06-17,"WP PUTRAJAYA",0,97,0,0
2020-06-17,"WP LABUAN",0,17,0,0
2020-06-18,"PERLIS",0,18,0,1
2020-06-18,"KEDAH",0,96,0,1
2020-06-18,"PULAU PINANG",0,121,0,1
2020-06-18,"PERAK",1,258,0,6
2020-06-18,"SELANGOR",2,2006,0,17
2020-06-18,"NEGERI SEMBILAN",0,994,0,7
2020-06-18,"MELAKA",0,255,0,5
2020-06-18,"JOHOR",2,686,0,20
2020-06-18,"PAHANG",0,365,0,7
2020-06-18,"TERENGGANU",0,111,0,1
2020-06-18,"KELANTAN",0,156,0,3
2020-06-18,"SABAH",1,362,0,7
2020-06-18,"SARAWAK",4,565,0,17
2020-06-18,"WP KUALA LUMPUR",4,2422,0,25
2020-06-18,"WP PUTRAJAYA",0,97,0,0
2020-06-18,"WP LABUAN",0,17,0,0
2020-06-19,"PERLIS",0,18,0,1
2020-06-19,"KEDAH",0,96,0,1
2020-06-19,"PULAU PINANG",0,121,0,1
2020-06-19,"PERAK",0,258,0,6
2020-06-19,"SELANGOR",3,2009,0,17
2020-06-19,"NEGERI SEMBILAN",1,995,0,7
2020-06-19,"MELAKA",0,255,0,5
2020-06-19,"JOHOR",0,686,0,20
2020-06-19,"PAHANG",0,365,0,7
2020-06-19,"TERENGGANU",0,111,0,1
2020-06-19,"KELANTAN",0,156,0,3
2020-06-19,"SABAH",0,362,0,7
2020-06-19,"SARAWAK",1,566,0,17
2020-06-19,"WP KUALA LUMPUR",1,2423,0,25
2020-06-19,"WP PUTRAJAYA",0,97,0,0
2020-06-19,"WP LABUAN",0,17,0,0
2020-06-20,"PERLIS",0,18,0,1
2020-06-20,"KEDAH",0,96,0,1
2020-06-20,"PULAU PINANG",0,121,0,1
2020-06-20,"PERAK",0,258,0,6
2020-06-20,"SELANGOR",12,2021,0,17
2020-06-20,"NEGERI SEMBILAN",1,996,0,7
2020-06-20,"MELAKA",0,255,0,5
2020-06-20,"JOHOR",0,686,0,20
2020-06-20,"PAHANG",0,365,0,7
2020-06-20,"TERENGGANU",0,111,0,1
2020-06-20,"KELANTAN",0,156,0,3
2020-06-20,"SABAH",1,363,0,7
2020-06-20,"SARAWAK",0,566,0,17
2020-06-20,"WP KUALA LUMPUR",7,2430,0,25
2020-06-20,"WP PUTRAJAYA",0,97,0,0
2020-06-20,"WP LABUAN",0,17,0,0
2020-06-21,"PERLIS",0,18,0,1
2020-06-21,"KEDAH",0,96,0,1
2020-06-21,"PULAU PINANG",0,121,0,1
2020-06-21,"PERAK",0,258,0,6
2020-06-21,"SELANGOR",4,2025,0,17
2020-06-21,"NEGERI SEMBILAN",6,1002,0,7
2020-06-21,"MELAKA",1,256,0,5
2020-06-21,"JOHOR",1,687,0,20
2020-06-21,"PAHANG",0,365,0,7
2020-06-21,"TERENGGANU",0,111,0,1
2020-06-21,"KELANTAN",0,156,0,3
2020-06-21,"SABAH",1,364,0,7
2020-06-21,"SARAWAK",3,569,0,17
2020-06-21,"WP KUALA LUMPUR",0,2430,0,25
2020-06-21,"WP PUTRAJAYA",0,97,0,0
2020-06-21,"WP LABUAN",0,17,0,0
2020-06-22,"PERLIS",0,18,0,1
2020-06-22,"KEDAH",0,96,0,1
2020-06-22,"PULAU PINANG",0,121,0,1
2020-06-22,"PERAK",0,258,0,6
2020-06-22,"SELANGOR",2,2027,0,17
2020-06-22,"NEGERI SEMBILAN",12,1014,0,7
2020-06-22,"MELAKA",0,256,0,5
2020-06-22,"JOHOR",1,688,0,20
2020-06-22,"PAHANG",0,365,0,7
2020-06-22,"TERENGGANU",0,111,0,1
2020-06-22,"KELANTAN",0,156,0,3
2020-06-22,"SABAH",0,364,0,7
2020-06-22,"SARAWAK",0,569,0,17
2020-06-22,"WP KUALA LUMPUR",0,2430,0,25
2020-06-22,"WP PUTRAJAYA",0,97,0,0
2020-06-22,"WP LABUAN",0,17,0,0
2020-06-23,"PERLIS",0,18,0,1
2020-06-23,"KEDAH",0,96,0,1
2020-06-23,"PULAU PINANG",0,121,0,1
2020-06-23,"PERAK",0,258,0,6
2020-06-23,"SELANGOR",0,2027,0,17
2020-06-23,"NEGERI SEMBILAN",1,1015,0,7
2020-06-23,"MELAKA",0,256,0,5
2020-06-23,"JOHOR",0,688,0,20
2020-06-23,"PAHANG",0,365,0,7
2020-06-23,"TERENGGANU",0,111,0,1
2020-06-23,"KELANTAN",0,156,0,3
2020-06-23,"SABAH",2,366,0,7
2020-06-23,"SARAWAK",0,569,0,17
2020-06-23,"WP KUALA LUMPUR",0,2430,0,25
2020-06-23,"WP PUTRAJAYA",0,97,0,0
2020-06-23,"WP LABUAN",0,17,0,0
2020-06-24,"PERLIS",0,18,0,1
2020-06-24,"KEDAH",0,96,0,1
2020-06-24,"PULAU PINANG",0,121,0,1
2020-06-24,"PERAK",0,258,0,6
2020-06-24,"SELANGOR",5,2032,0,17
2020-06-24,"NEGERI SEMBILAN",0,1015,0,7
2020-06-24,"MELAKA",0,256,0,5
2020-06-24,"JOHOR",0,688,0,20
2020-06-24,"PAHANG",0,365,0,7
2020-06-24,"TERENGGANU",0,111,0,1
2020-06-24,"KELANTAN",0,156,0,3
2020-06-24,"SABAH",0,366,0,7
2020-06-24,"SARAWAK",1,570,0,17
2020-06-24,"WP KUALA LUMPUR",0,2430,0,25
2020-06-24,"WP PUTRAJAYA",0,97,0,0
2020-06-24,"WP LABUAN",0,17,0,0
2020-06-25,"PERLIS",0,18,0,1
2020-06-25,"KEDAH",0,96,0,1
2020-06-25,"PULAU PINANG",0,121,0,1
2020-06-25,"PERAK",0,258,0,6
2020-06-25,"SELANGOR",2,2034,0,17
2020-06-25,"NEGERI SEMBILAN",0,1015,0,7
2020-06-25,"MELAKA",0,256,0,5
2020-06-25,"JOHOR",1,689,0,20
2020-06-25,"PAHANG",0,365,0,7
2020-06-25,"TERENGGANU",0,111,0,1
2020-06-25,"KELANTAN",1,157,0,3
2020-06-25,"SABAH",0,366,0,7
2020-06-25,"SARAWAK",0,570,0,17
2020-06-25,"WP KUALA LUMPUR",0,2430,0,25
2020-06-25,"WP PUTRAJAYA",0,97,0,0
2020-06-25,"WP LABUAN",0,17,0,0
2020-06-26,"PERLIS",0,18,0,1
2020-06-26,"KEDAH",1,97,0,1
2020-06-26,"PULAU PINANG",0,121,0,1
2020-06-26,"PERAK",0,258,0,6
2020-06-26,"SELANGOR",2,2036,0,17
2020-06-26,"NEGERI SEMBILAN",0,1015,0,7
2020-06-26,"MELAKA",0,256,0,5
2020-06-26,"JOHOR",2,691,0,20
2020-06-26,"PAHANG",0,365,0,7
2020-06-26,"TERENGGANU",0,111,0,1
2020-06-26,"KELANTAN",0,157,0,3
2020-06-26,"SABAH",0,366,0,7
2020-06-26,"SARAWAK",0,570,0,17
2020-06-26,"WP KUALA LUMPUR",1,2431,0,25
2020-06-26,"WP PUTRAJAYA",0,97,0,0
2020-06-26,"WP LABUAN",0,17,0,0
2020-06-27,"PERLIS",0,18,0,1
2020-06-27,"KEDAH",0,97,0,1
2020-06-27,"PULAU PINANG",0,121,0,1
2020-06-27,"PERAK",0,258,0,6
2020-06-27,"SELANGOR",3,2039,0,17
2020-06-27,"NEGERI SEMBILAN",1,1016,0,7
2020-06-27,"MELAKA",0,256,0,5
2020-06-27,"JOHOR",0,691,0,20
2020-06-27,"PAHANG",0,365,0,7
2020-06-27,"TERENGGANU",0,111,0,1
2020-06-27,"KELANTAN",0,157,0,3
2020-06-27,"SABAH",2,368,0,7
2020-06-27,"SARAWAK",0,570,0,17
2020-06-27,"WP KUALA LUMPUR",4,2435,0,25
2020-06-27,"WP PUTRAJAYA",0,97,0,0
2020-06-27,"WP LABUAN",0,17,0,0
2020-06-28,"PERLIS",0,18,0,1
2020-06-28,"KEDAH",0,97,0,1
2020-06-28,"PULAU PINANG",0,121,0,1
2020-06-28,"PERAK",0,258,0,6
2020-06-28,"SELANGOR",5,2044,0,17
2020-06-28,"NEGERI SEMBILAN",9,1025,0,7
2020-06-28,"MELAKA",0,256,0,5
2020-06-28,"JOHOR",0,691,0,20
2020-06-28,"PAHANG",0,365,0,7
2020-06-28,"TERENGGANU",0,111,0,1
2020-06-28,"KELANTAN",0,157,0,3
2020-06-28,"SABAH",2,370,0,7
2020-06-28,"SARAWAK",1,571,0,17
2020-06-28,"WP KUALA LUMPUR",1,2436,0,25
2020-06-28,"WP PUTRAJAYA",0,97,0,0
2020-06-28,"WP LABUAN",0,17,0,0
2020-06-29,"PERLIS",0,18,0,1
2020-06-29,"KEDAH",0,97,0,1
2020-06-29,"PULAU PINANG",0,121,0,1
2020-06-29,"PERAK",0,258,0,6
2020-06-29,"SELANGOR",2,2046,0,17
2020-06-29,"NEGERI SEMBILAN",0,1025,0,7
2020-06-29,"MELAKA",0,256,0,5
2020-06-29,"JOHOR",0,691,0,20
2020-06-29,"PAHANG",0,365,0,7
2020-06-29,"TERENGGANU",0,111,0,1
2020-06-29,"KELANTAN",0,157,0,3
2020-06-29,"SABAH",1,371,0,7
2020-06-29,"SARAWAK",0,571,0,17
2020-06-29,"WP KUALA LUMPUR",0,2436,0,25
2020-06-29,"WP PUTRAJAYA",0,97,0,0
2020-06-29,"WP LABUAN",0,17,0,0
2020-06-30,"PERLIS",0,18,0,1
2020-06-30,"KEDAH",0,97,0,1
2020-06-30,"PULAU PINANG",0,121,0,1
2020-06-30,"PERAK",0,258,0,6
2020-06-30,"SELANGOR",1,2047,0,17
2020-06-30,"NEGERI SEMBILAN",0,1025,0,7
2020-06-30,"MELAKA",0,256,0,5
2020-06-30,"JOHOR",0,691,0,20
2020-06-30,"PAHANG",0,365,0,7
2020-06-30,"TERENGGANU",0,111,0,1
2020-06-30,"KELANTAN",0,157,0,3
2020-06-30,"SABAH",1,372,0,7
2020-06-30,"SARAWAK",0,571,0,17
2020-06-30,"WP KUALA LUMPUR",0,2436,0,25
2020-06-30,"WP PUTRAJAYA",0,97,0,0
2020-06-30,"WP LABUAN",0,17,0,0
2020-07-01,"PERLIS",0,18,0,1
2020-07-01,"KEDAH",0,97,0,1
2020-07-01,"PULAU PINANG",0,121,0,1
2020-07-01,"PERAK",0,258,0,6
2020-07-01,"SELANGOR",1,2048,0,17
2020-07-01,"NEGERI SEMBILAN",0,1025,0,7
2020-07-01,"MELAKA",0,256,0,5
2020-07-01,"JOHOR",0,691,0,20
2020-07-01,"PAHANG",0,365,0,7
2020-07-01,"TERENGGANU",0,111,0,1
2020-07-01,"KELANTAN",0,157,0,3
2020-07-01,"SABAH",0,372,0,7
2020-07-01,"SARAWAK",0,571,0,17
2020-07-01,"WP KUALA LUMPUR",0,2436,0,25
2020-07-01,"WP PUTRAJAYA",0,97,0,0
2020-07-01,"WP LABUAN",0,17,0,0
2020-07-02,"PERLIS",0,18,0,1
2020-07-02,"KEDAH",0,97,0,1
2020-07-02,"PULAU PINANG",0,121,0,1
2020-07-02,"PERAK",0,258,0,6
2020-07-02,"SELANGOR",0,2048,0,17
2020-07-02,"NEGERI SEMBILAN",0,1025,0,7
2020-07-02,"MELAKA",0,256,0,5
2020-07-02,"JOHOR",1,692,0,20
2020-07-02,"PAHANG",0,365,0,7
2020-07-02,"TERENGGANU",0,111,0,1
2020-07-02,"KELANTAN",0,157,0,3
2020-07-02,"SABAH",1,373,0,7
2020-07-02,"SARAWAK",0,571,0,17
2020-07-02,"WP KUALA LUMPUR",1,2437,0,25
2020-07-02,"WP PUTRAJAYA",0,97,0,0
2020-07-02,"WP LABUAN",0,17,0,0
2020-07-03,"PERLIS",0,18,0,1
2020-07-03,"KEDAH",0,97,0,1
2020-07-03,"PULAU PINANG",0,121,0,1
2020-07-03,"PERAK",0,258,0,6
2020-07-03,"SELANGOR",3,2051,0,17
2020-07-03,"NEGERI SEMBILAN",0,1025,0,7
2020-07-03,"MELAKA",0,256,0,5
2020-07-03,"JOHOR",0,692,0,20
2020-07-03,"PAHANG",0,365,0,7
2020-07-03,"TERENGGANU",0,111,0,1
2020-07-03,"KELANTAN",0,157,0,3
2020-07-03,"SABAH",2,375,0,7
2020-07-03,"SARAWAK",0,571,0,17
2020-07-03,"WP KUALA LUMPUR",0,2437,0,25
2020-07-03,"WP PUTRAJAYA",0,97,0,0
2020-07-03,"WP LABUAN",0,17,0,0
2020-07-04,"PERLIS",0,18,0,1
2020-07-04,"KEDAH",0,97,0,1
2020-07-04,"PULAU PINANG",0,121,0,1
2020-07-04,"PERAK",0,258,0,6
2020-07-04,"SELANGOR",7,2058,0,17
2020-07-04,"NEGERI SEMBILAN",1,1026,0,7
2020-07-04,"MELAKA",0,256,0,5
2020-07-04,"JOHOR",0,692,0,20
2020-07-04,"PAHANG",0,365,0,7
2020-07-04,"TERENGGANU",0,111,0,1
2020-07-04,"KELANTAN",0,157,0,3
2020-07-04,"SABAH",1,376,0,7
2020-07-04,"SARAWAK",0,571,0,17
2020-07-04,"WP KUALA LUMPUR",1,2438,0,25
2020-07-04,"WP PUTRAJAYA",0,97,0,0
2020-07-04,"WP LABUAN",0,17,0,0
2020-07-05,"PERLIS",0,18,0,1
2020-07-05,"KEDAH",0,97,0,1
2020-07-05,"PULAU PINANG",0,121,0,1
2020-07-05,"PERAK",0,258,0,6
2020-07-05,"SELANGOR",2,2060,0,17
2020-07-05,"NEGERI SEMBILAN",1,1027,0,7
2020-07-05,"MELAKA",0,256,0,5
2020-07-05,"JOHOR",0,692,0,20
2020-07-05,"PAHANG",0,365,0,7
2020-07-05,"TERENGGANU",0,111,0,1
2020-07-05,"KELANTAN",0,157,0,3
2020-07-05,"SABAH",2,378,0,7
2020-07-05,"SARAWAK",0,571,0,17
2020-07-05,"WP KUALA LUMPUR",0,2438,0,25
2020-07-05,"WP PUTRAJAYA",0,97,0,0
2020-07-05,"WP LABUAN",0,17,0,0
2020-07-06,"PERLIS",0,18,0,1
2020-07-06,"KEDAH",0,97,0,1
2020-07-06,"PULAU PINANG",0,121,0,1
2020-07-06,"PERAK",0,258,0,6
2020-07-06,"SELANGOR",2,2062,0,17
2020-07-06,"NEGERI SEMBILAN",0,1027,0,7
2020-07-06,"MELAKA",0,256,0,5
2020-07-06,"JOHOR",1,693,0,20
2020-07-06,"PAHANG",0,365,0,7
2020-07-06,"TERENGGANU",0,111,0,1
2020-07-06,"KELANTAN",0,157,0,3
2020-07-06,"SABAH",0,378,0,7
2020-07-06,"SARAWAK",1,572,0,17
2020-07-06,"WP KUALA LUMPUR",1,2439,0,25
2020-07-06,"WP PUTRAJAYA",0,97,0,0
2020-07-06,"WP LABUAN",0,17,0,0
2020-07-07,"PERLIS",0,18,0,1
2020-07-07,"KEDAH",0,97,0,1
2020-07-07,"PULAU PINANG",0,121,0,1
2020-07-07,"PERAK",0,258,0,6
2020-07-07,"SELANGOR",3,2065,0,17
2020-07-07,"NEGERI SEMBILAN",0,1027,0,7
2020-07-07,"MELAKA",0,256,0,5
2020-07-07,"JOHOR",1,694,0,20
2020-07-07,"PAHANG",0,365,0,7
2020-07-07,"TERENGGANU",0,111,0,1
2020-07-07,"KELANTAN",0,157,0,3
2020-07-07,"SABAH",0,378,0,7
2020-07-07,"SARAWAK",0,572,0,17
2020-07-07,"WP KUALA LUMPUR",2,2441,0,25
2020-07-07,"WP PUTRAJAYA",0,97,0,0
2020-07-07,"WP LABUAN",0,17,0,0
2020-07-08,"PERLIS",0,18,0,1
2020-07-08,"KEDAH",0,97,0,1
2020-07-08,"PULAU PINANG",0,121,0,1
2020-07-08,"PERAK",0,258,0,6
2020-07-08,"SELANGOR",1,2066,0,17
2020-07-08,"NEGERI SEMBILAN",0,1027,0,7
2020-07-08,"MELAKA",0,256,0,5
2020-07-08,"JOHOR",0,694,0,20
2020-07-08,"PAHANG",0,365,0,7
2020-07-08,"TERENGGANU",0,111,0,1
2020-07-08,"KELANTAN",0,157,0,3
2020-07-08,"SABAH",0,378,0,7
2020-07-08,"SARAWAK",1,573,0,17
2020-07-08,"WP KUALA LUMPUR",1,2442,0,25
2020-07-08,"WP PUTRAJAYA",0,97,0,0
2020-07-08,"WP LABUAN",0,17,0,0
2020-07-09,"PERLIS",0,18,0,1
2020-07-09,"KEDAH",0,97,0,1
2020-07-09,"PULAU PINANG",0,121,0,1
2020-07-09,"PERAK",0,258,0,6
2020-07-09,"SELANGOR",4,2070,0,17
2020-07-09,"NEGERI SEMBILAN",0,1027,0,7
2020-07-09,"MELAKA",0,256,0,5
2020-07-09,"JOHOR",2,696,0,20
2020-07-09,"PAHANG",0,365,0,7
2020-07-09,"TERENGGANU",0,111,0,1
2020-07-09,"KELANTAN",0,157,0,3
2020-07-09,"SABAH",0,378,0,7
2020-07-09,"SARAWAK",0,573,0,17
2020-07-09,"WP KUALA LUMPUR",0,2442,0,25
2020-07-09,"WP PUTRAJAYA",0,97,0,0
2020-07-09,"WP LABUAN",0,17,0,0
2020-07-10,"PERLIS",0,18,0,1
2020-07-10,"KEDAH",1,98,0,1
2020-07-10,"PULAU PINANG",0,121,0,1
2020-07-10,"PERAK",0,258,0,6
2020-07-10,"SELANGOR",6,2076,0,17
2020-07-10,"NEGERI SEMBILAN",0,1027,0,7
2020-07-10,"MELAKA",0,256,0,5
2020-07-10,"JOHOR",1,697,0,20
2020-07-10,"PAHANG",0,365,0,7
2020-07-10,"TERENGGANU",0,111,0,1
2020-07-10,"KELANTAN",0,157,0,3
2020-07-10,"SABAH",0,378,0,7
2020-07-10,"SARAWAK",2,575,0,17
2020-07-10,"WP KUALA LUMPUR",3,2445,0,25
2020-07-10,"WP PUTRAJAYA",0,97,0,0
2020-07-10,"WP LABUAN",0,17,0,0
2020-07-11,"PERLIS",0,18,0,1
2020-07-11,"KEDAH",0,98,0,1
2020-07-11,"PULAU PINANG",0,121,0,1
2020-07-11,"PERAK",0,258,0,6
2020-07-11,"SELANGOR",3,2079,0,17
2020-07-11,"NEGERI SEMBILAN",0,1027,0,7
2020-07-11,"MELAKA",0,256,0,5
2020-07-11,"JOHOR",2,699,0,20
2020-07-11,"PAHANG",0,365,0,7
2020-07-11,"TERENGGANU",0,111,0,1
2020-07-11,"KELANTAN",0,157,0,3
2020-07-11,"SABAH",1,379,0,7
2020-07-11,"SARAWAK",2,577,1,18
2020-07-11,"WP KUALA LUMPUR",0,2445,0,25
2020-07-11,"WP PUTRAJAYA",0,97,0,0
2020-07-11,"WP LABUAN",0,17,0,0
2020-07-12,"PERLIS",0,18,0,1
2020-07-12,"KEDAH",0,98,0,1
2020-07-12,"PULAU PINANG",0,121,0,1
2020-07-12,"PERAK",0,258,0,6
2020-07-12,"SELANGOR",9,2088,0,17
2020-07-12,"NEGERI SEMBILAN",0,1027,0,7
2020-07-12,"MELAKA",1,257,0,5
2020-07-12,"JOHOR",0,699,0,20
2020-07-12,"PAHANG",0,365,0,7
2020-07-12,"TERENGGANU",0,111,0,1
2020-07-12,"KELANTAN",0,157,0,3
2020-07-12,"SABAH",1,380,0,7
2020-07-12,"SARAWAK",2,579,0,18
2020-07-12,"WP KUALA LUMPUR",0,2445,0,25
2020-07-12,"WP PUTRAJAYA",1,98,0,0
2020-07-12,"WP LABUAN",0,17,0,0
2020-07-13,"PERLIS",0,18,0,1
2020-07-13,"KEDAH",1,99,0,1
2020-07-13,"PULAU PINANG",0,121,0,1
2020-07-13,"PERAK",0,258,0,6
2020-07-13,"SELANGOR",4,2092,0,17
2020-07-13,"NEGERI SEMBILAN",0,1027,0,7
2020-07-13,"MELAKA",1,258,0,5
2020-07-13,"JOHOR",0,699,0,20
2020-07-13,"PAHANG",0,365,0,7
2020-07-13,"TERENGGANU",0,111,0,1
2020-07-13,"KELANTAN",0,157,0,3
2020-07-13,"SABAH",0,380,0,7
2020-07-13,"SARAWAK",1,580,0,18
2020-07-13,"WP KUALA LUMPUR",0,2445,0,25
2020-07-13,"WP PUTRAJAYA",0,98,0,0
2020-07-13,"WP LABUAN",0,17,0,0
2020-07-14,"PERLIS",0,18,0,1
2020-07-14,"KEDAH",0,99,0,1
2020-07-14,"PULAU PINANG",0,121,0,1
2020-07-14,"PERAK",0,258,0,6
2020-07-14,"SELANGOR",1,2093,0,17
2020-07-14,"NEGERI SEMBILAN",0,1027,0,7
2020-07-14,"MELAKA",0,258,0,5
2020-07-14,"JOHOR",2,701,0,20
2020-07-14,"PAHANG",0,365,0,7
2020-07-14,"TERENGGANU",0,111,0,1
2020-07-14,"KELANTAN",0,157,0,3
2020-07-14,"SABAH",0,380,0,7
2020-07-14,"SARAWAK",0,580,0,18
2020-07-14,"WP KUALA LUMPUR",1,2446,0,25
2020-07-14,"WP PUTRAJAYA",0,98,0,0
2020-07-14,"WP LABUAN",0,17,0,0
2020-07-15,"PERLIS",0,18,0,1
